Date,Campaign_Name,Impressions,Clicks,Spend_IDR,Conversions,Revenue_IDR
2025-06-05,Launching Produk Baru,16929,110,228580,1,299679
2025-02-04,Retargeting Web,47397,1796,2302472,49,9828371
2025-03-20,Promo Diskon 50%,1075,49,79821,0,0
2025-01-04,Retargeting Web,19829,660,1540440,24,8604912
2025-04-10,Promo Diskon 50%,32535,715,1999855,24,5618688
2025-03-17,Promo Diskon 50%,14438,111,137973,3,843345
2025-02-05,Promo Diskon 50%,32799,1629,2265939,54,19668744
2025-01-12,Flash Sale Akhir Bulan,12740,271,434413,3,546774
2025-01-09,Lookalike Audience,37519,1160,1862960,30,11808900
2025-05-04,Promo Diskon 50%,10311,101,151298,1,460807
2025-06-07,Retargeting Web,39915,3139,8390547,162,76920030
2025-01-21,Launching Produk Baru,12033,345,591330,12,5552688
2025-06-12,Retargeting Web,44438,2518,5287800,139,48839596
2025-01-26,Lookalike Audience,30915,363,590601,3,1479804
2025-02-03,Retargeting Web,3354,133,367346,3,1203072
2025-03-02,Retargeting Web,40654,2281,1957098,51,10773546
2025-04-25,Retargeting Web,46840,2741,4503463,64,26469440
2025-03-23,Lookalike Audience,13683,512,864768,3,1399374
2025-04-15,Flash Sale Akhir Bulan,34807,1478,2335240,41,12706064
2025-01-28,Promo Diskon 50%,13784,138,321540,4,999520
2025-03-13,Flash Sale Akhir Bulan,2626,48,47232,1,275659
2025-01-16,Retargeting Web,46673,3411,8220510,97,39330978
2025-03-14,Lookalike Audience,1573,64,120640,2,691782
2025-03-15,Launching Produk Baru,26577,1216,1243968,40,9049960
2025-04-08,Promo Diskon 50%,42547,820,714220,29,7501314
2025-03-03,Retargeting Web,39908,2769,3422484,122,29641730
2025-01-08,Promo Diskon 50%,42675,918,1764396,10,2290830
2025-03-21,Launching Produk Baru,35396,412,679388,8,2239944
2025-01-14,Lookalike Audience,6891,139,269660,5,1915480
2025-01-13,Lookalike Audience,33534,624,1158144,20,3078820
2025-05-25,Flash Sale Akhir Bulan,33812,1377,2555712,31,6410552
2025-02-08,Retargeting Web,5074,207,317538,5,1449365
2025-05-16,Launching Produk Baru,41650,955,2509740,24,6157104
2025-03-24,Retargeting Web,5308,384,376704,11,4307985
2025-05-30,Retargeting Web,34901,1833,5108571,74,17294244
2025-01-02,Flash Sale Akhir Bulan,23085,444,805416,3,1127586
2025-06-05,Promo Diskon 50%,23138,265,478590,9,3847149
2025-06-02,Flash Sale Akhir Bulan,47982,798,691866,26,9319856
2025-06-14,Promo Diskon 50%,2282,40,83840,0,0
2025-03-25,Launching Produk Baru,49640,2042,1768372,44,14369300
2025-05-02,Flash Sale Akhir Bulan,39800,1098,1937970,37,15553320
2025-05-15,Lookalike Audience,28777,972,2618568,16,7992080
2025-03-02,Launching Produk Baru,7330,363,344124,4,952916
2025-04-13,Lookalike Audience,37894,1653,1411662,50,13161750
2025-03-23,Lookalike Audience,1810,11,29414,0,0
2025-06-25,Flash Sale Akhir Bulan,26733,701,1734975,6,2574918
2025-05-22,Promo Diskon 50%,44304,1267,2091817,47,19016106
2025-06-09,Launching Produk Baru,38145,1304,2404576,9,1459593
2025-03-18,Launching Produk Baru,35826,1046,2369190,16,5511008
2025-06-10,Promo Diskon 50%,21523,491,955977,15,6646395
2025-05-12,Launching Produk Baru,22225,824,1926512,11,2772638
2025-01-07,Promo Diskon 50%,12362,172,291712,6,1685484
2025-05-08,Promo Diskon 50%,45301,1402,3772782,30,8685150
2025-02-12,Retargeting Web,8826,545,1299825,25,12322775
2025-05-29,Launching Produk Baru,39460,1361,2357252,41,18801411
2025-04-28,Lookalike Audience,16635,433,454217,11,4787002
2025-03-31,Lookalike Audience,13079,87,87783,1,265557
2025-01-15,Promo Diskon 50%,23071,1109,2852348,24,7018416
2025-03-07,Promo Diskon 50%,38572,796,1118380,13,5586100
2025-01-24,Lookalike Audience,29480,672,687456,7,3055500
2025-04-07,Promo Diskon 50%,14596,448,430080,14,2500792
2025-05-09,Flash Sale Akhir Bulan,2902,120,263160,3,1231017
2025-03-02,Launching Produk Baru,13152,401,549771,9,3609810
2025-01-04,Promo Diskon 50%,20166,895,1859810,5,1871165
2025-02-01,Flash Sale Akhir Bulan,42246,981,1605897,23,7820115
2025-05-03,Lookalike Audience,14295,675,944325,9,3093507
2025-01-21,Lookalike Audience,2378,111,252525,4,1612388
2025-05-06,Launching Produk Baru,32632,244,273036,6,1942014
2025-04-30,Retargeting Web,41827,3234,7409094,87,31778403
2025-04-10,Retargeting Web,6875,454,776794,22,3346860
2025-03-22,Flash Sale Akhir Bulan,42657,1659,1529598,24,6535320
2025-03-21,Lookalike Audience,14674,648,1303128,8,2361272
2025-01-21,Lookalike Audience,46787,2189,6348100,87,14792523
2025-02-20,Flash Sale Akhir Bulan,9520,249,413340,9,2800899
2025-03-23,Lookalike Audience,20898,908,2715828,6,1535244
2025-04-22,Launching Produk Baru,28207,465,1126695,18,6544908
2025-05-04,Lookalike Audience,3348,36,106092,1,429566
2025-02-18,Launching Produk Baru,35207,1555,2640390,28,12603108
2025-02-26,Flash Sale Akhir Bulan,46047,434,712194,4,1459340
2025-04-29,Promo Diskon 50%,9987,401,651625,3,1082430
2025-04-07,Retargeting Web,29253,1642,4783146,43,6576033
2025-02-03,Promo Diskon 50%,18692,750,2224500,18,8219916
2025-02-03,Flash Sale Akhir Bulan,42344,1484,1222816,12,5300148
2025-04-02,Retargeting Web,31125,2233,4352117,65,11726975
2025-04-01,Retargeting Web,19428,688,612320,37,7226063
2025-06-19,Launching Produk Baru,33993,376,319976,8,1780584
2025-02-26,Retargeting Web,47617,1487,2846118,64,29258368
2025-06-26,Lookalike Audience,42627,702,1628640,11,5255272
2025-03-19,Lookalike Audience,42890,1413,2739807,50,8040200
2025-04-05,Retargeting Web,43817,2955,3779445,156,58782828
2025-03-15,Promo Diskon 50%,26596,1176,1344168,40,9411920
2025-06-25,Flash Sale Akhir Bulan,13605,190,508440,6,1020096
2025-02-17,Launching Produk Baru,35631,1296,1362096,29,7163029
2025-01-19,Lookalike Audience,13816,79,189837,0,0
2025-04-16,Lookalike Audience,26419,239,693578,1,499048
2025-04-01,Flash Sale Akhir Bulan,45803,1058,1283354,23,10659902
2025-02-04,Promo Diskon 50%,45508,1546,2227786,23,3469941
2025-05-26,Launching Produk Baru,8279,292,387484,4,1616184
2025-01-08,Flash Sale Akhir Bulan,17234,475,1125750,14,4465958
2025-02-17,Flash Sale Akhir Bulan,23582,606,1575600,19,7351518
2025-02-23,Promo Diskon 50%,3285,61,110593,2,523614
2025-05-02,Launching Produk Baru,25534,207,184230,1,175745
2025-05-18,Lookalike Audience,20345,203,262073,7,2564716
2025-02-24,Launching Produk Baru,39850,1737,4622157,39,18413226
2025-03-20,Retargeting Web,21685,1352,3252912,70,21805280
2025-04-07,Launching Produk Baru,7887,274,487720,5,1254425
2025-02-17,Promo Diskon 50%,4554,139,273135,4,976124
2025-03-28,Flash Sale Akhir Bulan,12625,406,744604,9,2943396
2025-02-08,Lookalike Audience,19777,486,1199934,13,3536013
2025-04-15,Promo Diskon 50%,1935,56,92904,1,487806
2025-03-19,Launching Produk Baru,19980,820,866740,21,10314318
2025-01-13,Launching Produk Baru,13001,70,84350,0,0
2025-04-09,Flash Sale Akhir Bulan,25969,416,1121952,5,844705
2025-05-18,Lookalike Audience,46809,542,1304052,3,1380021
2025-04-09,Flash Sale Akhir Bulan,5442,98,166110,3,892035
2025-02-20,Retargeting Web,47013,2604,3609144,63,20364183
2025-03-02,Lookalike Audience,1703,77,82082,1,444648
2025-01-02,Flash Sale Akhir Bulan,26083,154,161392,1,389751
2025-02-27,Launching Produk Baru,32934,216,354672,2,639422
2025-03-17,Lookalike Audience,39619,813,2348757,11,2821841
2025-03-28,Flash Sale Akhir Bulan,32099,1192,2839344,27,11591532
2025-02-13,Retargeting Web,30604,1972,3792156,40,14249680
2025-02-25,Promo Diskon 50%,29733,624,847392,7,2314704
2025-03-26,Retargeting Web,21360,1391,3321708,57,26057379
2025-04-07,Retargeting Web,14265,589,1321716,15,2313180
2025-05-31,Lookalike Audience,37072,1063,1386152,26,12946804
2025-06-20,Flash Sale Akhir Bulan,34835,1659,2214765,31,12707954
2025-03-03,Promo Diskon 50%,14664,255,233835,5,1706200
2025-01-28,Flash Sale Akhir Bulan,36170,1061,2997325,36,7381728
2025-01-21,Lookalike Audience,29957,1248,3148704,31,12137244
2025-03-04,Launching Produk Baru,3065,149,409899,3,1274340
2025-01-06,Lookalike Audience,28135,1302,2669100,11,3832554
2025-04-21,Promo Diskon 50%,25369,484,1279696,12,3724044
2025-03-02,Promo Diskon 50%,13673,446,1178778,16,7738160
2025-05-01,Launching Produk Baru,9213,62,121210,1,313097
2025-02-26,Flash Sale Akhir Bulan,27279,1033,1695153,36,9521208
2025-01-18,Retargeting Web,7909,429,670098,12,2083008
2025-02-03,Promo Diskon 50%,18153,542,504602,13,2352194
2025-03-06,Retargeting Web,43507,1820,5236140,83,33991820
2025-03-19,Launching Produk Baru,13783,669,1329303,11,3667290
2025-04-27,Promo Diskon 50%,13153,247,350987,9,3159234
2025-01-24,Flash Sale Akhir Bulan,40923,1648,3380048,26,12823642
2025-04-20,Launching Produk Baru,39390,1233,2128158,32,9629472
2025-03-02,Flash Sale Akhir Bulan,24491,926,1210282,34,5796966
2025-01-01,Flash Sale Akhir Bulan,44764,860,2211060,4,1953840
2025-05-18,Flash Sale Akhir Bulan,43147,1046,2447640,22,5624124
2025-01-18,Flash Sale Akhir Bulan,46246,1095,2170290,36,12613788
2025-04-08,Lookalike Audience,37858,753,815499,13,4924426
2025-06-11,Launching Produk Baru,36920,1244,2811440,49,13998859
2025-01-17,Retargeting Web,6417,399,801192,21,7653072
2025-05-08,Launching Produk Baru,46634,940,1564160,32,5417536
2025-04-14,Launching Produk Baru,17905,568,873584,13,2649257
2025-05-14,Launching Produk Baru,8433,279,563859,1,491330
2025-02-18,Promo Diskon 50%,1123,23,56419,0,0
2025-01-19,Retargeting Web,13917,978,1576536,58,19277982
2025-05-29,Lookalike Audience,20430,358,872088,8,1453512
2025-02-21,Retargeting Web,20006,827,2013745,26,10518326
2025-03-19,Flash Sale Akhir Bulan,26315,770,1007160,4,1174556
2025-06-18,Retargeting Web,26756,1359,3132495,80,27484240
2025-06-07,Lookalike Audience,5046,115,264730,1,445022
2025-06-06,Promo Diskon 50%,43931,1310,1091230,39,11875539
2025-04-26,Launching Produk Baru,37504,469,1288812,11,4759656
2025-05-28,Retargeting Web,9951,766,1793972,37,15948221
2025-05-10,Launching Produk Baru,28182,419,690931,11,2886356
2025-01-11,Lookalike Audience,5606,184,522744,3,847197
2025-06-01,Retargeting Web,38225,1805,3261635,108,25332588
2025-06-30,Promo Diskon 50%,20661,241,295707,4,1656632
2025-05-08,Launching Produk Baru,12610,462,838068,13,4389853
2025-03-26,Promo Diskon 50%,11955,118,315768,2,714130
2025-05-10,Lookalike Audience,29381,873,1940679,29,13114902
2025-01-17,Lookalike Audience,35376,367,1059896,2,452062
2025-05-25,Flash Sale Akhir Bulan,34485,410,1196790,9,1831347
2025-03-09,Lookalike Audience,7610,259,529914,8,2121296
2025-01-01,Lookalike Audience,18943,512,433664,3,839055
2025-01-03,Retargeting Web,19034,1424,2910656,57,25716291
2025-04-19,Flash Sale Akhir Bulan,6076,229,661810,2,923748
2025-04-09,Lookalike Audience,26182,798,1715700,9,1367451
2025-01-01,Retargeting Web,6908,478,536316,9,1903599
2025-06-18,Launching Produk Baru,31728,728,786968,13,4505098
2025-02-27,Retargeting Web,32529,1998,5718276,114,44296752
2025-05-03,Flash Sale Akhir Bulan,17216,814,1433454,30,13763340
2025-03-05,Launching Produk Baru,45368,1932,2671956,58,26866934
2025-02-02,Retargeting Web,42527,2984,5395072,134,32097690
2025-05-31,Retargeting Web,2694,120,160680,4,1971376
2025-04-14,Retargeting Web,38368,2990,5528510,113,45048128
2025-03-16,Retargeting Web,30623,1898,3871920,112,42887152
2025-01-08,Launching Produk Baru,12221,135,304830,1,262461
2025-04-11,Launching Produk Baru,26944,337,477866,8,1872584
2025-03-28,Flash Sale Akhir Bulan,4917,235,393625,5,1366710
2025-02-07,Promo Diskon 50%,49136,430,714230,6,1874832
2025-02-21,Flash Sale Akhir Bulan,36608,1496,1590248,57,11839299
2025-03-01,Lookalike Audience,11384,341,392491,4,1689564
2025-04-05,Lookalike Audience,1801,19,20919,0,0
2025-03-11,Flash Sale Akhir Bulan,20938,609,1231398,19,8033466
2025-05-15,Retargeting Web,28205,1697,2929022,100,45602300
2025-02-06,Promo Diskon 50%,17828,717,2074998,8,1376752
2025-04-17,Promo Diskon 50%,2037,77,142604,2,564854
2025-05-02,Flash Sale Akhir Bulan,47222,2294,6735184,57,25630563
2025-06-08,Promo Diskon 50%,9782,427,673806,2,678304
2025-02-10,Promo Diskon 50%,31300,192,470208,1,431848
2025-01-07,Launching Produk Baru,9607,51,92820,1,452646
2025-06-20,Flash Sale Akhir Bulan,7399,126,221634,4,1545324
2025-03-22,Flash Sale Akhir Bulan,13036,377,701220,13,4327375
2025-03-23,Flash Sale Akhir Bulan,46699,1016,2116328,13,2704975
2025-05-24,Promo Diskon 50%,48402,444,1056276,13,2667782
2025-02-23,Promo Diskon 50%,27533,808,1571560,12,2621220
2025-05-17,Lookalike Audience,33645,573,1238826,12,4580820
2025-04-09,Lookalike Audience,31838,347,768258,10,2696920
2025-01-08,Flash Sale Akhir Bulan,28406,1296,1824768,7,2087638
2025-01-06,Flash Sale Akhir Bulan,43438,1066,2782260,6,1951026
2025-05-22,Promo Diskon 50%,40675,1369,3427976,53,26338774
2025-03-21,Retargeting Web,23892,1007,2935405,27,6982119
2025-05-24,Launching Produk Baru,45082,464,1073232,13,4273438
2025-01-30,Launching Produk Baru,21237,481,823953,3,1200402
2025-03-02,Launching Produk Baru,40474,1939,4512053,36,15752088
2025-03-01,Lookalike Audience,13238,125,105375,4,1000872
2025-04-04,Retargeting Web,18090,861,2343642,38,7755002
2025-05-12,Retargeting Web,23648,1349,3477722,55,13730365
2025-06-08,Lookalike Audience,19270,176,384208,5,2053465
2025-05-28,Flash Sale Akhir Bulan,28504,328,436568,3,736872
2025-06-27,Retargeting Web,35900,2221,2765145,66,30882786
2025-05-03,Launching Produk Baru,32183,1183,1703520,22,9224820
2025-01-22,Flash Sale Akhir Bulan,21458,719,1020261,10,3744250
2025-02-16,Retargeting Web,42552,3394,4666750,197,55968685
2025-04-14,Lookalike Audience,3625,178,427200,4,1331192
2025-05-09,Promo Diskon 50%,35905,693,1665279,7,2520567
2025-04-07,Promo Diskon 50%,25204,214,325708,6,1562124
2025-03-16,Lookalike Audience,33245,275,484275,2,508802
2025-01-25,Flash Sale Akhir Bulan,37394,1055,3118580,29,11901890
2025-01-11,Flash Sale Akhir Bulan,17203,648,647352,13,4040972
2025-06-16,Lookalike Audience,15388,276,824136,5,1222360
2025-04-01,Flash Sale Akhir Bulan,19038,648,1124280,5,1378930
2025-02-27,Retargeting Web,41739,2803,2976786,109,28855025
2025-05-25,Flash Sale Akhir Bulan,5400,72,90072,2,460516
2025-04-15,Lookalike Audience,3823,124,132184,0,0
2025-02-09,Lookalike Audience,45067,1635,4725150,59,20180832
2025-06-28,Promo Diskon 50%,29518,209,259369,4,1286500
2025-05-11,Lookalike Audience,44115,1711,4501641,28,13112148
2025-04-17,Flash Sale Akhir Bulan,46221,1384,2064928,8,1538232
2025-02-05,Retargeting Web,47354,1811,2627761,76,37679508
2025-01-15,Launching Produk Baru,9944,491,535190,9,2367918
2025-04-01,Flash Sale Akhir Bulan,14771,591,599274,5,2314365
2025-04-09,Retargeting Web,45916,3188,8154904,142,46401624
2025-04-27,Lookalike Audience,23376,1031,949551,29,8250471
2025-02-19,Retargeting Web,20888,1326,2705040,31,7890275
2025-05-19,Retargeting Web,30285,1331,2532893,72,12960000
2025-04-17,Promo Diskon 50%,44959,573,1465161,8,3262352
2025-06-14,Launching Produk Baru,47978,1168,2995920,10,4654140
2025-01-19,Launching Produk Baru,45216,577,770872,7,1644734
2025-05-31,Retargeting Web,3166,103,161813,3,494994
2025-04-27,Lookalike Audience,40309,747,1323684,25,5738625
2025-05-19,Flash Sale Akhir Bulan,46898,542,667202,11,4347090
2025-04-08,Retargeting Web,12210,474,1160352,21,7043799
2025-01-11,Flash Sale Akhir Bulan,30486,170,349520,2,769594
2025-03-16,Launching Produk Baru,30285,646,1677662,18,6854922
2025-05-12,Launching Produk Baru,49234,946,1297912,7,3027437
2025-03-12,Promo Diskon 50%,33139,1024,1303552,36,5707044
2025-06-01,Retargeting Web,1443,68,203252,1,387202
2025-05-07,Promo Diskon 50%,19466,402,587322,6,2983578
2025-05-28,Flash Sale Akhir Bulan,5056,215,318200,5,790870
2025-02-21,Retargeting Web,33255,2509,5108324,66,16542900
2025-03-17,Launching Produk Baru,26534,829,2338609,5,1916855
2025-01-16,Flash Sale Akhir Bulan,37005,1815,1640760,28,13026580
2025-03-03,Launching Produk Baru,41707,1912,3961664,61,23102164
2025-03-15,Retargeting Web,31986,1359,1826496,75,19486200
2025-05-21,Retargeting Web,27892,904,1849584,34,13400590
2025-01-24,Flash Sale Akhir Bulan,36947,1505,1726235,9,1429911
2025-06-11,Lookalike Audience,17432,868,1113644,19,3279951
2025-04-28,Retargeting Web,12622,714,1132404,16,5198912
2025-03-18,Retargeting Web,20210,766,1714308,34,7768320
2025-02-04,Promo Diskon 50%,17771,258,655320,7,1830682
2025-01-31,Retargeting Web,36049,2467,3118288,143,45824636
2025-02-11,Promo Diskon 50%,26121,928,882528,32,10321120
2025-01-23,Flash Sale Akhir Bulan,20273,890,1875230,19,4350449
2025-04-28,Launching Produk Baru,47597,1317,3939147,43,10896071
2025-04-29,Lookalike Audience,44568,1086,963282,31,8657370
2025-03-19,Flash Sale Akhir Bulan,11078,176,519728,6,1147038
2025-01-01,Retargeting Web,25716,1545,1668600,89,15913289
2025-03-18,Retargeting Web,4523,175,245175,3,793284
2025-01-08,Launching Produk Baru,6066,295,651655,11,4167328
2025-06-07,Flash Sale Akhir Bulan,3830,96,273888,2,798704
2025-05-30,Launching Produk Baru,25869,384,716928,7,1700454
2025-01-13,Retargeting Web,1839,59,159654,2,664070
2025-05-24,Lookalike Audience,48804,1696,1960576,55,19646825
2025-06-07,Promo Diskon 50%,45790,1778,3294634,13,2145494
2025-02-04,Retargeting Web,22973,945,2654505,26,4476524
2025-01-30,Promo Diskon 50%,48263,395,381570,5,2135850
2025-01-26,Launching Produk Baru,33732,1665,3396600,39,18201573
2025-05-12,Launching Produk Baru,22806,282,287076,4,1447396
2025-02-07,Flash Sale Akhir Bulan,29605,692,1259440,14,2398214
2025-05-02,Retargeting Web,47186,2386,2825024,83,38797022
2025-03-28,Launching Produk Baru,16229,483,1310862,4,1838256
2025-04-12,Launching Produk Baru,9796,368,661664,8,1352928
2025-04-01,Promo Diskon 50%,48989,1038,2460060,29,11420577
2025-02-17,Flash Sale Akhir Bulan,37929,1335,1774215,7,1157912
2025-06-23,Flash Sale Akhir Bulan,49480,863,1612947,12,5725608
2025-05-27,Launching Produk Baru,29558,683,1066163,19,8752768
2025-02-24,Lookalike Audience,27499,155,426715,3,1466130
2025-06-12,Launching Produk Baru,37770,571,1449198,11,2465188
2025-04-18,Retargeting Web,36245,2258,2779598,69,24985383
2025-03-29,Flash Sale Akhir Bulan,3106,53,62964,0,0
2025-02-17,Lookalike Audience,12703,481,1082250,2,687848
2025-02-19,Retargeting Web,46313,3282,7515780,137,37195774
2025-06-04,Lookalike Audience,37895,509,874971,9,4257198
2025-03-17,Flash Sale Akhir Bulan,23808,592,1024752,4,1366336
2025-02-05,Launching Produk Baru,18358,886,1124334,25,7623275
2025-03-20,Lookalike Audience,40909,1435,4079705,38,11299110
2025-06-14,Lookalike Audience,22709,867,1011789,5,1704900
2025-06-15,Promo Diskon 50%,20009,831,2138163,20,4458400
2025-02-25,Promo Diskon 50%,26668,446,1205092,4,1818920
2025-06-09,Flash Sale Akhir Bulan,46742,640,657920,6,1462722
2025-03-19,Retargeting Web,4096,258,328176,10,4650170
2025-02-26,Lookalike Audience,22774,620,1710580,15,4642275
2025-06-30,Promo Diskon 50%,23318,168,162792,4,675120
2025-02-08,Retargeting Web,46279,3113,8731965,181,38901606
2025-03-03,Launching Produk Baru,25643,1267,2968581,25,7562200
2025-01-29,Flash Sale Akhir Bulan,20720,427,941962,6,1548378
2025-05-10,Launching Produk Baru,31468,534,1073874,5,938970
2025-02-06,Retargeting Web,45263,1437,1748829,44,19856760
2025-03-03,Flash Sale Akhir Bulan,8409,387,382356,4,1603184
2025-03-24,Promo Diskon 50%,19823,119,189805,0,0
2025-06-11,Promo Diskon 50%,29324,752,1852928,29,13091238
2025-06-06,Promo Diskon 50%,40076,1260,3667860,19,3962298
2025-02-23,Flash Sale Akhir Bulan,23843,420,619920,12,4676820
2025-05-20,Promo Diskon 50%,14613,173,142552,3,671493
2025-01-19,Retargeting Web,28179,1432,3482624,77,18093229
2025-04-08,Promo Diskon 50%,24944,311,833480,11,4949615
2025-05-03,Launching Produk Baru,35244,859,871885,14,4317110
2025-02-25,Promo Diskon 50%,8685,140,119840,1,362961
2025-06-22,Promo Diskon 50%,31177,1255,2566475,17,3917361
2025-01-03,Launching Produk Baru,46630,594,1647756,10,4892600
2025-01-15,Lookalike Audience,20496,605,505175,10,1764120
2025-03-10,Flash Sale Akhir Bulan,2781,126,201600,3,1162377
2025-04-03,Retargeting Web,30445,2417,4128236,111,46223841
2025-02-14,Promo Diskon 50%,10320,128,109312,1,280874
2025-02-12,Launching Produk Baru,27823,259,518000,5,1896975
